number_global,team_slot,code,type,category,section,group,team,countryCode,name,player,position,notes,sourceUrl,statusCadastro
207,7,HAI-007,NORMAL,jogador,Seleções,Grupo C,Haiti,HAI,Ricardo Adé,Ricardo Adé,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
208,8,HAI-008,NORMAL,jogador,Seleções,Grupo C,Haiti,HAI,Duke Lacroix,Duke Lacroix,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
209,9,HAI-009,NORMAL,jogador,Seleções,Grupo C,Haiti,HAI,Garven Metusala,Garven Metusala,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
210,10,HAI-010,NORMAL,jogador,Seleções,Grupo C,Haiti,HAI,Hannes Delcroix,Hannes Delcroix,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
211,11,HAI-011,NORMAL,jogador,Seleções,Grupo C,Haiti,HAI,Leverton Pierre,Leverton Pierre,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
212,12,HAI-012,NORMAL,jogador,Seleções,Grupo C,Haiti,HAI,Danley Jean Jacques,Danley Jean Jacques,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
213,13,HAI-013,NORMAL,foto_do_time,Seleções,Grupo C,Haiti,HAI,Foto oficial do Haiti,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
214,14,HAI-014,NORMAL,jogador,Seleções,Grupo C,Haiti,HAI,Christopher Attys,Christopher Attys,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
215,15,HAI-015,NORMAL,jogador,Seleções,Grupo C,Haiti,HAI,Derrick Etienne Jr.,Derrick Etienne Jr.,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
216,16,HAI-016,NORMAL,jogador,Seleções,Grupo C,Haiti,HAI,Josué Casimir,Josué Casimir,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
217,17,HAI-017,NORMAL,jogador,Seleções,Grupo C,Haiti,HAI,Ruben Providence,Ruben Providence,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
218,18,HAI-018,NORMAL,jogador,Seleções,Grupo C,Haiti,HAI,Duckens Nazon,Duckens Nazon,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
219,19,HAI-019,NORMAL,jogador,Seleções,Grupo C,Haiti,HAI,Louicius Deedson,Louicius Deedson,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
220,20,HAI-020,NORMAL,jogador,Seleções,Grupo C,Haiti,HAI,Frantzdy Pierrot,Frantzdy Pierrot,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
221,1,SCO-001,SHINY,escudo_do_time,Seleções,Grupo C,Escócia,SCO,Escudo do Escócia,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
222,2,SCO-002,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Billy Gilmour,Billy Gilmour,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
223,3,SCO-003,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Angus Gunn,Angus Gunn,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
224,4,SCO-004,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Jack Hendry,Jack Hendry,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
225,5,SCO-005,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Kieran Tierney,Kieran Tierney,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
226,6,SCO-006,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Aaron Hickey,Aaron Hickey,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
227,7,SCO-007,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Andrew Robertson,Andrew Robertson,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
228,8,SCO-008,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Scott McKenna,Scott McKenna,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
229,9,SCO-009,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,John Souttar,John Souttar,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
230,10,SCO-010,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Anthony Ralston,Anthony Ralston,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
231,11,SCO-011,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Grant Hanley,Grant Hanley,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
232,12,SCO-012,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Scott McTominay,Scott McTominay,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
233,13,SCO-013,NORMAL,foto_do_time,Seleções,Grupo C,Escócia,SCO,Foto oficial do Escócia,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
234,14,SCO-014,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Lewis Ferguson,Lewis Ferguson,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
235,15,SCO-015,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Ryan Christie,Ryan Christie,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
236,16,SCO-016,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Kenny McLean,Kenny McLean,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
237,17,SCO-017,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,John McGinn,John McGinn,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
238,18,SCO-018,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Lyndon Dykes,Lyndon Dykes,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
239,19,SCO-019,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Che Adams,Che Adams,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
240,20,SCO-020,NORMAL,jogador,Seleções,Grupo C,Escócia,SCO,Ben Gannon-Doak,Ben Gannon-Doak,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
241,1,USA-001,SHINY,escudo_do_time,Seleções,Grupo D,Estados Unidos,USA,Escudo do Estados Unidos,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
242,2,USA-002,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Timothy Weah,Timothy Weah,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
243,3,USA-003,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Math Freese,Math Freese,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
244,4,USA-004,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Chris Richards,Chris Richards,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
245,5,USA-005,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Tim Ream,Tim Ream,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
246,6,USA-006,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Mark McKenzie,Mark McKenzie,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
247,7,USA-007,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Alex Freeman,Alex Freeman,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
248,8,USA-008,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Antonee Robinson,Antonee Robinson,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
249,9,USA-009,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Tyler Adams,Tyler Adams,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
250,10,USA-010,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Tanner Tessmann,Tanner Tessmann,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
251,11,USA-011,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Weston McKenny,Weston McKenny,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
252,12,USA-012,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Christian Roldan,Christian Roldan,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
253,13,USA-013,NORMAL,foto_do_time,Seleções,Grupo D,Estados Unidos,USA,Foto oficial do Estados Unidos,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
254,14,USA-014,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Diego Luna,Diego Luna,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
255,15,USA-015,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Malim Tillman,Malim Tillman,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
256,16,USA-016,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Christian Pulisic,Christian Pulisic,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
257,17,USA-017,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Brenden Aaronson,Brenden Aaronson,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
258,18,USA-018,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Ricardo Pepi,Ricardo Pepi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
259,19,USA-019,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Haji Wright,Haji Wright,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
260,20,USA-020,NORMAL,jogador,Seleções,Grupo D,Estados Unidos,USA,Folarin Balogun,Folarin Balogun,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
261,1,PAR-001,SHINY,escudo_do_time,Seleções,Grupo D,Paraguai,PAR,Escudo do Paraguai,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
262,2,PAR-002,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Andrés Cubas,Andrés Cubas,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
263,3,PAR-003,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Roberto Fernández,Roberto Fernández,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
264,4,PAR-004,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Orlando Gill,Orlando Gill,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
265,5,PAR-005,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Gustavo Gómez,Gustavo Gómez,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
266,6,PAR-006,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Fabián Balbuena,Fabián Balbuena,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
267,7,PAR-007,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Juan José Cáceres,Juan José Cáceres,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
268,8,PAR-008,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Omar Alderete,Omar Alderete,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
269,9,PAR-009,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Junior Alonso,Junior Alonso,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
270,10,PAR-010,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Mathías Villasanti,Mathías Villasanti,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
271,11,PAR-011,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Diego Gómez,Diego Gómez,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
272,12,PAR-012,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Damián Bobadilla,Damián Bobadilla,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
273,13,PAR-013,NORMAL,foto_do_time,Seleções,Grupo D,Paraguai,PAR,Foto oficial do Paraguai,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
274,14,PAR-014,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Matías Galarza Fonda,Matías Galarza Fonda,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
275,15,PAR-015,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Julio Enciso,Julio Enciso,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
276,16,PAR-016,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Pendente Paraguai 16,,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,PENDENTE_CONFERENCIA
277,17,PAR-017,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Pendente Paraguai 17,,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,PENDENTE_CONFERENCIA
278,18,PAR-018,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Pendente Paraguai 18,,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,PENDENTE_CONFERENCIA
279,19,PAR-019,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Pendente Paraguai 19,,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,PENDENTE_CONFERENCIA
280,20,PAR-020,NORMAL,jogador,Seleções,Grupo D,Paraguai,PAR,Pendente Paraguai 20,,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,PENDENTE_CONFERENCIA
281,1,AUS-001,SHINY,escudo_do_time,Seleções,Grupo D,Austrália,AUS,Escudo do Austrália,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
282,2,AUS-002,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Riley McGree,Riley McGree,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
283,3,AUS-003,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Mathew Ryan,Mathew Ryan,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
284,4,AUS-004,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Joe Gauci,Joe Gauci,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
285,5,AUS-005,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Harry Souttar,Harry Souttar,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
286,6,AUS-006,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Alessandro Circati,Alessandro Circati,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
287,7,AUS-007,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Jordan Bos,Jordan Bos,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
288,8,AUS-008,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Aziz Behich,Aziz Behich,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
289,9,AUS-009,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Cameron Burgess,Cameron Burgess,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
290,10,AUS-010,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Lewis Miller,Lewis Miller,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
291,11,AUS-011,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Milos Degenek,Milos Degenek,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
292,12,AUS-012,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Jackson Irvine,Jackson Irvine,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
293,13,AUS-013,NORMAL,foto_do_time,Seleções,Grupo D,Austrália,AUS,Foto oficial do Austrália,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
294,14,AUS-014,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Aiden O’Neill,Aiden O’Neill,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
295,15,AUS-015,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Connor Metcalfe,Connor Metcalfe,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
296,16,AUS-016,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Patrick Yazbek,Patrick Yazbek,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
297,17,AUS-017,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Craig Goodwin,Craig Goodwin,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
298,18,AUS-018,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Kusini Yengi,Kusini Yengi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
299,19,AUS-019,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Nestory Irankunda,Nestory Irankunda,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
300,20,AUS-020,NORMAL,jogador,Seleções,Grupo D,Austrália,AUS,Mohamed Touré,Mohamed Touré,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
301,1,TUR-001,SHINY,escudo_do_time,Seleções,Grupo D,Turquia,TUR,Escudo do Turquia,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
302,2,TUR-002,NORMAL,jogador,Seleções,Grupo D,Turquia,TUR,Orkun Kokcu,Orkun Kokcu,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
303,3,TUR-003,NORMAL,jogador,Seleções,Grupo D,Turquia,TUR,Ugurcan Cakir,Ugurcan Cakir,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
304,4,TUR-004,NORMAL,jogador,Seleções,Grupo D,Turquia,TUR,Mert Muldur,Mert Muldur,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
305,5,TUR-005,NORMAL,jogador,Seleções,Grupo D,Turquia,TUR,Zeki Celik,Zeki Celik,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
306,6,TUR-006,NORMAL,jogador,Seleções,Grupo D,Turquia,TUR,Abdulkerim Bardakci,Abdulkerim Bardakci,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
307,7,TUR-007,NORMAL,jogador,Seleções,Grupo D,Turquia,TUR,Caglar Soyunku,Caglar Soyunku,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
